jour,dep,P,cas_glissant
2020-05-22,89,2,4
2020-05-22,90,0,2
2020-05-22,91,20,14
2020-05-22,92,27,26
2020-05-22,93,29,25
2020-05-22,94,28,24
2020-05-22,95,29,27
2020-05-22,971,3,1
2020-05-22,972,0,1
2020-05-22,973,23,6
2020-05-22,974,2,1
2020-05-22,975,0,0
2020-05-22,976,1,1
2020-05-22,977,0,0
2020-05-22,978,1,0
2020-05-23,01,2,6
2020-05-23,02,2,6
2020-05-23,03,1,4
2020-05-23,04,1,1
2020-05-23,05,0,1
2020-05-23,06,3,11
2020-05-23,07,2,1
2020-05-23,08,1,2
2020-05-23,09,0,0
2020-05-23,10,1,3
2020-05-23,11,0,3
2020-05-23,12,0,1
2020-05-23,13,8,27
2020-05-23,14,3,2
2020-05-23,15,0,1
2020-05-23,16,1,3
2020-05-23,17,0,1
2020-05-23,18,1,2
2020-05-23,19,3,1
2020-05-23,21,0,6
2020-05-23,22,7,18
2020-05-23,23,2,1
2020-05-23,24,1,1
2020-05-23,25,1,4
2020-05-23,26,0,2
2020-05-23,27,1,3
2020-05-23,28,0,3
2020-05-23,29,0,1
2020-05-23,2A,2,1
2020-05-23,2B,0,1
2020-05-23,30,5,8
2020-05-23,31,0,4
2020-05-23,32,1,5
2020-05-23,33,2,3
2020-05-23,34,0,8
2020-05-23,35,3,4
2020-05-23,36,0,0
2020-05-23,37,2,7
2020-05-23,38,2,5
2020-05-23,39,0,2
2020-05-23,40,0,1
2020-05-23,41,0,2
2020-05-23,42,0,2
2020-05-23,43,0,1
2020-05-23,44,1,7
2020-05-23,45,4,16
2020-05-23,46,0,1
2020-05-23,47,0,1
2020-05-23,48,3,1
2020-05-23,49,3,13
2020-05-23,50,0,0
2020-05-23,51,2,6
2020-05-23,52,0,1
2020-05-23,53,1,1
2020-05-23,54,3,17
2020-05-23,55,0,6
2020-05-23,56,1,3
2020-05-23,57,4,28
2020-05-23,58,2,1
2020-05-23,59,31,48
2020-05-23,60,2,8
2020-05-23,61,1,4
2020-05-23,62,3,12
2020-05-23,63,1,1
2020-05-23,64,0,1
2020-05-23,65,0,0
2020-05-23,66,0,0
2020-05-23,67,4,14
2020-05-23,68,4,12
2020-05-23,69,12,19
2020-05-23,70,0,1
2020-05-23,71,3,6
2020-05-23,72,1,5
2020-05-23,73,0,3
2020-05-23,74,2,3
2020-05-23,75,7,25
2020-05-23,76,1,5
2020-05-23,77,10,18
2020-05-23,78,10,20
2020-05-23,79,1,8
2020-05-23,80,4,6
2020-05-23,81,0,1
2020-05-23,82,1,2
2020-05-23,83,0,3
2020-05-23,84,0,2
2020-05-23,85,3,6
2020-05-23,86,10,15
2020-05-23,87,0,0
2020-05-23,88,2,4
2020-05-23,89,5,4
2020-05-23,90,1,2
2020-05-23,91,1,15
2020-05-23,92,5,26
2020-05-23,93,3,25
2020-05-23,94,7,24
2020-05-23,95,9,27
2020-05-23,971,0,1
2020-05-23,972,0,1
2020-05-23,973,28,10
2020-05-23,974,2,2
2020-05-23,975,0,0
2020-05-23,976,3,1
2020-05-23,977,0,0
2020-05-23,978,0,0
2020-05-24,01,0,6
2020-05-24,02,1,6
2020-05-24,03,0,4
2020-05-24,04,0,1
2020-05-24,05,0,1
2020-05-24,06,1,11
2020-05-24,07,0,1
2020-05-24,08,0,2
2020-05-24,09,0,0
2020-05-24,10,0,3
2020-05-24,11,1,3
2020-05-24,12,0,1
2020-05-24,13,1,27
2020-05-24,14,0,1
2020-05-24,15,0,1
2020-05-24,16,0,3
2020-05-24,17,0,1
2020-05-24,18,0,2
2020-05-24,19,0,1
2020-05-24,21,1,6
2020-05-24,22,3,19
2020-05-24,23,0,1
2020-05-24,24,0,1
2020-05-24,25,1,4
2020-05-24,26,0,2
2020-05-24,27,3,3
2020-05-24,28,1,3
2020-05-24,29,1,1
2020-05-24,2A,0,1
2020-05-24,2B,0,1
2020-05-24,30,3,8
2020-05-24,31,1,4
2020-05-24,32,1,5
2020-05-24,33,0,3
2020-05-24,34,1,8
2020-05-24,35,0,3
2020-05-24,36,0,0
2020-05-24,37,2,7
2020-05-24,38,1,5
2020-05-24,39,0,2
2020-05-24,40,0,1
2020-05-24,41,2,2
2020-05-24,42,0,2
2020-05-24,43,0,1
2020-05-24,44,2,7
2020-05-24,45,5,14
2020-05-24,46,0,1
2020-05-24,47,0,1
2020-05-24,48,0,1
2020-05-24,49,2,13
2020-05-24,50,0,0
2020-05-24,51,0,6
2020-05-24,52,0,1
2020-05-24,53,0,1
2020-05-24,54,1,16
2020-05-24,55,0,6
2020-05-24,56,7,4
2020-05-24,57,1,28
2020-05-24,58,0,1
2020-05-24,59,6,49
2020-05-24,60,0,8
2020-05-24,61,0,4
2020-05-24,62,4,12
2020-05-24,63,0,1
2020-05-24,64,0,1
2020-05-24,65,0,0
2020-05-24,66,0,0
2020-05-24,67,1,14
2020-05-24,68,4,12
2020-05-24,69,1,18
2020-05-24,70,0,1
2020-05-24,71,0,5
2020-05-24,72,1,5
2020-05-24,73,0,2
2020-05-24,74,0,2
2020-05-24,75,6,26
2020-05-24,76,1,5
2020-05-24,77,5,18
2020-05-24,78,5,21
2020-05-24,79,0,8
2020-05-24,80,1,6
2020-05-24,81,0,1
2020-05-24,82,0,2
2020-05-24,83,3,3
2020-05-24,84,0,1
2020-05-24,85,3,6
2020-05-24,86,0,15
2020-05-24,87,0,0
2020-05-24,88,0,4
2020-05-24,89,2,4
2020-05-24,90,1,2
2020-05-24,91,1,14
2020-05-24,92,0,24
2020-05-24,93,4,24
2020-05-24,94,3,24
2020-05-24,95,5,27
2020-05-24,971,1,1
2020-05-24,972,0,1
2020-05-24,973,33,15
2020-05-24,974,1,1
2020-05-24,975,0,0
2020-05-24,976,7,2
2020-05-24,977,0,0
2020-05-24,978,0,0
2020-05-25,01,3,5
2020-05-25,02,16,7
2020-05-25,03,4,4
2020-05-25,04,0,1
2020-05-25,05,0,1
2020-05-25,06,13,6
2020-05-25,07,1,1
2020-05-25,08,3,2
2020-05-25,09,0,0
2020-05-25,10,4,3
2020-05-25,11,2,2
2020-05-25,12,2,1
2020-05-25,13,23,21
2020-05-25,14,1,1
2020-05-25,15,0,0
2020-05-25,16,1,3
2020-05-25,17,2,1
2020-05-25,18,1,1
2020-05-25,19,3,1
2020-05-25,21,4,5
2020-05-25,22,8,18
2020-05-25,23,4,2
2020-05-25,24,1,1
2020-05-25,25,2,3
2020-05-25,26,1,1
2020-05-25,27,6,3
2020-05-25,28,3,2
2020-05-25,29,2,2
2020-05-25,2A,1,1
2020-05-25,2B,0,1
2020-05-25,30,9,7
2020-05-25,31,3,3
2020-05-25,32,1,2
2020-05-25,33,5,3
2020-05-25,34,3,7
2020-05-25,35,3,3
2020-05-25,36,1,0
2020-05-25,37,3,5
2020-05-25,38,6,5
2020-05-25,39,3,2
2020-05-25,40,0,1
2020-05-25,41,3,2
2020-05-25,42,4,3
2020-05-25,43,3,1
2020-05-25,44,9,7
2020-05-25,45,20,14
2020-05-25,46,0,0
2020-05-25,47,1,1
2020-05-25,48,0,1
2020-05-25,49,6,11
2020-05-25,50,0,0
2020-05-25,51,5,5
2020-05-25,52,2,1
2020-05-25,53,0,1
2020-05-25,54,12,14
2020-05-25,55,1,4
2020-05-25,56,3,4
2020-05-25,57,19,22
2020-05-25,58,1,1
2020-05-25,59,71,52
2020-05-25,60,11,8
2020-05-25,61,1,3
2020-05-25,62,8,10
2020-05-25,63,0,1
2020-05-25,64,3,1
2020-05-25,65,0,0
2020-05-25,66,0,0
2020-05-25,67,27,14
2020-05-25,68,13,12
2020-05-25,69,17,16
2020-05-25,70,0,0
2020-05-25,71,12,5
2020-05-25,72,5,4
2020-05-25,73,3,2
2020-05-25,74,2,2
2020-05-25,75,23,24
2020-05-25,76,3,3
2020-05-25,77,31,15
2020-05-25,78,33,21
2020-05-25,79,6,8
2020-05-25,80,4,5
2020-05-25,81,1,1
2020-05-25,82,1,1
2020-05-25,83,2,3
2020-05-25,84,2,1
2020-05-25,85,4,6
2020-05-25,86,2,14
2020-05-25,87,1,0
2020-05-25,88,5,4
2020-05-25,89,0,3
2020-05-25,90,0,1
2020-05-25,91,16,12
2020-05-25,92,21,21
2020-05-25,93,24,21
2020-05-25,94,41,24
2020-05-25,95,37,24
2020-05-25,971,1,1
2020-05-25,972,1,1
2020-05-25,973,21,17
2020-05-25,974,2,2
2020-05-25,975,0,0
2020-05-25,976,6,3
2020-05-25,977,0,0
2020-05-25,978,0,0
2020-05-26,01,2,4
2020-05-26,02,8,7
2020-05-26,03,1,4
2020-05-26,04,0,1
2020-05-26,05,1,0
2020-05-26,06,13,6
2020-05-26,07,2,1
2020-05-26,08,1,2
2020-05-26,09,0,0
2020-05-26,10,8,3
2020-05-26,11,0,2
2020-05-26,12,1,0
2020-05-26,13,26,21
2020-05-26,14,2,1
2020-05-26,15,0,0
2020-05-26,16,5,3
2020-05-26,17,1,1
2020-05-26,18,1,1
2020-05-26,19,0,1
2020-05-26,21,3,4
2020-05-26,22,12,13
2020-05-26,23,4,2
2020-05-26,24,0,1
2020-05-26,25,3,3
2020-05-26,26,1,1
2020-05-26,27,2,3
2020-05-26,28,3,2
2020-05-26,29,1,2
2020-05-26,2A,1,1
2020-05-26,2B,0,0
2020-05-26,30,7,5
2020-05-26,31,0,3
2020-05-26,32,2,1
2020-05-26,33,2,3
2020-05-26,34,0,5
2020-05-26,35,2,3
2020-05-26,36,0,0
2020-05-26,37,3,5
2020-05-26,38,8,4
2020-05-26,39,0,2
2020-05-26,40,1,0
2020-05-26,41,2,2
2020-05-26,42,4,3
2020-05-26,43,1,1
2020-05-26,44,13,7
2020-05-26,45,15,12
2020-05-26,46,2,0
2020-05-26,47,1,1
2020-05-26,48,0,0
2020-05-26,49,13,10
2020-05-26,50,1,0
2020-05-26,51,14,5
2020-05-26,52,0,1
2020-05-26,53,2,1
2020-05-26,54,14,13
2020-05-26,55,4,4
2020-05-26,56,3,3
2020-05-26,57,13,18
2020-05-26,58,1,1
2020-05-26,59,72,51
2020-05-26,60,11,7
2020-05-26,61,5,3
2020-05-26,62,17,10
2020-05-26,63,3,1
2020-05-26,64,3,1
2020-05-26,65,3,0
2020-05-26,66,0,0
2020-05-26,67,16,12
2020-05-26,68,18,12
2020-05-26,69,19,14
2020-05-26,70,0,0
2020-05-26,71,2,4
2020-05-26,72,4,4
2020-05-26,73,0,2
2020-05-26,74,1,1
2020-05-26,75,42,23
2020-05-26,76,2,3
2020-05-26,77,28,17
2020-05-26,78,30,19
2020-05-26,79,15,6
2020-05-26,80,9,5
2020-05-26,81,1,1
2020-05-26,82,1,1
2020-05-26,83,0,2
2020-05-26,84,2,1
2020-05-26,85,5,6
2020-05-26,86,8,11
2020-05-26,87,1,0
2020-05-26,88,2,3
2020-05-26,89,2,3
2020-05-26,90,0,1
2020-05-26,91,13,10
2020-05-26,92,36,20
2020-05-26,93,36,21
2020-05-26,94,32,22
2020-05-26,95,38,23
2020-05-26,971,1,1
2020-05-26,972,1,1
2020-05-26,973,27,21
2020-05-26,974,2,2
2020-05-26,975,0,0
2020-05-26,976,28,7
2020-05-26,977,0,0
2020-05-26,978,0,0
2020-05-27,01,4,3
2020-05-27,02,4,6
2020-05-27,03,0,3
2020-05-27,04,0,0
2020-05-27,05,1,0
2020-05-27,06,12,7
2020-05-27,07,3,1
2020-05-27,08,1,1
2020-05-27,09,0,0
2020-05-27,10,1,2
2020-05-27,11,0,1
2020-05-27,12,0,0
2020-05-27,13,22,17
2020-05-27,14,1,1
2020-05-27,15,1,0
2020-05-27,16,0,2
2020-05-27,17,1,1
2020-05-27,18,1,1
2020-05-27,19,1,1
2020-05-27,21,5,4
2020-05-27,22,8,10
2020-05-27,23,3,2
2020-05-27,24,0,0
2020-05-27,25,4,2
2020-05-27,26,2,1
2020-05-27,27,3,3
2020-05-27,28,5,2
2020-05-27,29,1,2
2020-05-27,2A,0,1
2020-05-27,2B,0,0
2020-05-27,30,9,5
2020-05-27,31,10,3
2020-05-27,32,6,2
2020-05-27,33,7,3
2020-05-27,34,1,2
2020-05-27,35,9,4
2020-05-27,36,0,0
2020-05-27,37,2,3
2020-05-27,38,5,4
2020-05-27,39,0,2
2020-05-27,40,0,0
2020-05-27,41,0,1
2020-05-27,42,4,3
2020-05-27,43,1,1
2020-05-27,44,30,10
2020-05-27,45,8,10
2020-05-27,46,0,0
2020-05-27,47,0,1
2020-05-27,48,0,0
2020-05-27,49,5,7
2020-05-27,50,0,0
2020-05-27,51,5,5
2020-05-27,52,1,1
2020-05-27,53,0,1
2020-05-27,54,10,9
2020-05-27,55,4,1
2020-05-27,56,3,3
2020-05-27,57,15,11
2020-05-27,58,0,1
2020-05-27,59,72,52
2020-05-27,60,2,6
2020-05-27,61,2,2
2020-05-27,62,8,8
2020-05-27,63,0,1
2020-05-27,64,4,2
2020-05-27,65,3,1
2020-05-27,66,0,0
2020-05-27,67,11,12
2020-05-27,68,10,9
2020-05-27,69,22,14
2020-05-27,70,1,0
2020-05-27,71,1,4
2020-05-27,72,10,5
2020-05-27,73,2,2
2020-05-27,74,3,1
2020-05-27,75,41,23
2020-05-27,76,2,2
2020-05-27,77,25,18
2020-05-27,78,26,17
2020-05-27,79,11,6
2020-05-27,80,17,6
2020-05-27,81,0,0
2020-05-27,82,2,1
2020-05-27,83,1,1
2020-05-27,84,4,1
2020-05-27,85,11,5
2020-05-27,86,13,9
2020-05-27,87,2,1
2020-05-27,88,1,3
2020-05-27,89,1,2
2020-05-27,90,3,1
2020-05-27,91,22,11
2020-05-27,92,38,19
2020-05-27,93,39,20
2020-05-27,94,22,20
2020-05-27,95,32,22
2020-05-27,971,0,1
2020-05-27,972,0,0
2020-05-27,973,20,24
2020-05-27,974,2,2
2020-05-27,975,0,0
2020-05-27,976,17,9
2020-05-27,977,0,0
2020-05-27,978,0,0
2020-05-28,01,1,3
2020-05-28,02,11,7
2020-05-28,03,2,4
2020-05-28,04,2,1
2020-05-28,05,0,0
2020-05-28,06,5,7
2020-05-28,07,2,2
2020-05-28,08,2,2
2020-05-28,09,0,0
2020-05-28,10,2,2
2020-05-28,11,0,1
2020-05-28,12,1,1
2020-05-28,13,33,21
2020-05-28,14,1,1
2020-05-28,15,0,0
2020-05-28,16,0,2
2020-05-28,17,1,1
2020-05-28,18,0,1
2020-05-28,19,0,1
2020-05-28,21,3,4
2020-05-28,22,5,8
2020-05-28,23,2,2
2020-05-28,24,1,1
2020-05-28,25,2,3
2020-05-28,26,3,1
2020-05-28,27,2,3
2020-05-28,28,4,2
2020-05-28,29,3,2
2020-05-28,2A,3,1
2020-05-28,2B,0,0
2020-05-28,30,3,6
2020-05-28,31,3,3
2020-05-28,32,4,2
2020-05-28,33,3,3
2020-05-28,34,2,2
2020-05-28,35,2,3
2020-05-28,36,0,0
2020-05-28,37,5,3
2020-05-28,38,14,6
2020-05-28,39,0,1
2020-05-28,40,1,0
2020-05-28,41,0,1
2020-05-28,42,1,3
2020-05-28,43,1,1
2020-05-28,44,18,12
2020-05-28,45,35,14
2020-05-28,46,0,0
2020-05-28,47,0,1
2020-05-28,48,0,0
2020-05-28,49,7,7
2020-05-28,50,0,0
2020-05-28,51,2,5
2020-05-28,52,0,1
2020-05-28,53,0,1
2020-05-28,54,8,9
2020-05-28,55,0,1
2020-05-28,56,8,4
2020-05-28,57,15,13
2020-05-28,58,1,1
2020-05-28,59,30,54
2020-05-28,60,7,6
2020-05-28,61,1,2
2020-05-28,62,5,9
2020-05-28,63,1,1
2020-05-28,64,8,3
2020-05-28,65,0,1
2020-05-28,66,0,0
2020-05-28,67,19,14
2020-05-28,68,15,11
2020-05-28,69,23,17
2020-05-28,70,2,1
2020-05-28,71,1,4
2020-05-28,72,5,5
2020-05-28,73,3,2
2020-05-28,74,0,1
2020-05-28,75,37,27
2020-05-28,76,2,2
2020-05-28,77,12,18
2020-05-28,78,18,19
2020-05-28,79,4,6
2020-05-28,80,2,7
2020-05-28,81,0,0
2020-05-28,82,0,1
2020-05-28,83,5,2
2020-05-28,84,0,1
2020-05-28,85,11,6
2020-05-28,86,4,10
2020-05-28,87,0,1
2020-05-28,88,5,3
2020-05-28,89,0,2
2020-05-28,90,4,1
2020-05-28,91,15,13
2020-05-28,92,21,21
2020-05-28,93,20,22
2020-05-28,94,28,23
2020-05-28,95,28,25
2020-05-28,971,1,1
2020-05-28,972,2,1
2020-05-28,973,6,23
2020-05-28,974,5,2
2020-05-28,975,0,0
2020-05-28,976,50,16
2020-05-28,977,0,0
2020-05-28,978,0,0
2020-05-29,01,6,3
2020-05-29,02,1,6
2020-05-29,03,2,1
2020-05-29,04,0,0
2020-05-29,05,0,0
2020-05-29,06,3,7
2020-05-29,07,6,2
2020-05-29,08,0,1
2020-05-29,09,0,0
2020-05-29,10,5,3
2020-05-29,11,1,1
2020-05-29,12,0,1
2020-05-29,13,12,18
2020-05-29,14,3,2
2020-05-29,15,0,0
2020-05-29,16,0,1
2020-05-29,17,0,1
2020-05-29,18,1,1
2020-05-29,19,1,1
2020-05-29,21,2,3
2020-05-29,22,4,7
2020-05-29,23,1,2
2020-05-29,24,0,0
2020-05-29,25,1,2
2020-05-29,26,0,1
2020-05-29,27,1,3
2020-05-29,28,7,3
2020-05-29,29,0,1
2020-05-29,2A,1,1
2020-05-29,2B,0,0
2020-05-29,30,9,6
2020-05-29,31,4,3
2020-05-29,32,9,3
2020-05-29,33,3,3
2020-05-29,34,0,1
2020-05-29,35,0,3
2020-05-29,36,1,0
2020-05-29,37,2,3
2020-05-29,38,22,8
2020-05-29,39,0,0
2020-05-29,40,1,0
2020-05-29,41,0,1
2020-05-29,42,1,2
2020-05-29,43,1,1
2020-05-29,44,27,14
2020-05-29,45,17,15
2020-05-29,46,0,0
2020-05-29,47,1,0
2020-05-29,48,0,0
2020-05-29,49,4,6
2020-05-29,50,1,0
2020-05-29,51,12,6
2020-05-29,52,1,1
2020-05-29,53,2,1
2020-05-29,54,7,8
2020-05-29,55,7,2
2020-05-29,56,2,4
2020-05-29,57,18,12
2020-05-29,58,2,1
2020-05-29,59,64,49
2020-05-29,60,7,6
2020-05-29,61,2,2
2020-05-29,62,10,8
2020-05-29,63,1,1
2020-05-29,64,1,3
2020-05-29,65,1,1
2020-05-29,66,0,0
2020-05-29,67,16,13
2020-05-29,68,11,11
2020-05-29,69,6,14
2020-05-29,70,1,1
2020-05-29,71,1,3
2020-05-29,72,3,4
2020-05-29,73,3,2
2020-05-29,74,3,2
2020-05-29,75,26,26
2020-05-29,76,3,2
2020-05-29,77,11,17
2020-05-29,78,32,22
2020-05-29,79,0,5
2020-05-29,80,3,6
2020-05-29,81,0,0
2020-05-29,82,1,1
2020-05-29,83,3,2
2020-05-29,84,0,1
2020-05-29,85,5,6
2020-05-29,86,4,6
2020-05-29,87,2,1
2020-05-29,88,5,3
2020-05-29,89,0,1
2020-05-29,90,2,2
2020-05-29,91,11,11
2020-05-29,92,14,19
2020-05-29,93,25,22
2020-05-29,94,26,23
2020-05-29,95,24,25
2020-05-29,971,0,1
2020-05-29,972,1,1
2020-05-29,973,17,22
2020-05-29,974,1,2
2020-05-29,975,0,0
2020-05-29,976,28,20
2020-05-29,977,0,0
2020-05-29,978,1,0
2020-05-30,01,2,3
2020-05-30,02,3,6
2020-05-30,03,0,1
2020-05-30,04,0,0
2020-05-30,05,0,0
2020-05-30,06,1,7
2020-05-30,07,4,3
2020-05-30,08,0,1
2020-05-30,09,0,0
2020-05-30,10,1,3
2020-05-30,11,0,1
2020-05-30,12,0,1
2020-05-30,13,9,18
2020-05-30,14,1,1
2020-05-30,15,0,0
2020-05-30,16,0,1
2020-05-30,17,0,1
2020-05-30,18,1,1
2020-05-30,19,0,1
2020-05-30,21,2,3
2020-05-30,22,4,6
2020-05-30,23,0,2
2020-05-30,24,1,0
2020-05-30,25,5,3
2020-05-30,26,0,1
2020-05-30,27,0,2
2020-05-30,28,0,3
2020-05-30,29,0,1
2020-05-30,2A,0,1
2020-05-30,2B,0,0
2020-05-30,30,2,6
2020-05-30,31,0,3
2020-05-30,32,0,3
2020-05-30,33,3,3
2020-05-30,34,8,2
2020-05-30,35,2,3
2020-05-30,36,1,0
2020-05-30,37,1,3
2020-05-30,38,2,8
2020-05-30,39,0,0
2020-05-30,40,0,0
2020-05-30,41,0,1
2020-05-30,42,3,2
2020-05-30,43,0,1
2020-05-30,44,6,15
2020-05-30,45,2,15
2020-05-30,46,0,0
2020-05-30,47,1,1
2020-05-30,48,0,0
2020-05-30,49,3,6
2020-05-30,50,0,0
2020-05-30,51,1,6
2020-05-30,52,1,1
2020-05-30,53,2,1
2020-05-30,54,4,8
2020-05-30,55,1,2
2020-05-30,56,1,4
2020-05-30,57,6,12
2020-05-30,58,1,1
2020-05-30,59,27,49
2020-05-30,60,0,5
2020-05-30,61,0,2
2020-05-30,62,3,8
2020-05-30,63,1,1
2020-05-30,64,3,3
2020-05-30,65,0,1
2020-05-30,66,0,0
2020-05-30,67,2,13
2020-05-30,68,7,11
2020-05-30,69,7,14
2020-05-30,70,1,1
2020-05-30,71,1,3
2020-05-30,72,5,5
2020-05-30,73,2,2
2020-05-30,74,1,1
2020-05-30,75,11,27
2020-05-30,76,1,2
2020-05-30,77,13,18
2020-05-30,78,11,22
2020-05-30,79,4,6
2020-05-30,80,4,6
2020-05-30,81,0,0
2020-05-30,82,0,1
2020-05-30,83,1,2
2020-05-30,84,0,1
2020-05-30,85,8,7
2020-05-30,86,2,5
2020-05-30,87,0,1
2020-05-30,88,0,3
2020-05-30,89,1,1
2020-05-30,90,1,2
2020-05-30,91,7,12
2020-05-30,92,5,19
2020-05-30,93,6,22
2020-05-30,94,9,23
2020-05-30,95,6,24
2020-05-30,971,0,1
2020-05-30,972,0,1
2020-05-30,973,34,23
2020-05-30,974,1,2
2020-05-30,975,0,0
2020-05-30,976,96,33
2020-05-30,977,0,0
2020-05-30,978,0,0
2020-05-31,01,1,3
2020-05-31,02,0,6
2020-05-31,03,0,1
2020-05-31,04,0,0
2020-05-31,05,0,0
2020-05-31,06,0,7
2020-05-31,07,1,3
2020-05-31,08,0,1
2020-05-31,09,0,0
2020-05-31,10,0,3
2020-05-31,11,0,0
2020-05-31,12,0,1
2020-05-31,13,21,21
2020-05-31,14,1,1
2020-05-31,15,0,0
2020-05-31,16,0,1
2020-05-31,17,0,1
2020-05-31,18,0,1
2020-05-31,19,0,1
2020-05-31,21,0,3
2020-05-31,22,2,6
2020-05-31,23,0,2
2020-05-31,24,0,0
2020-05-31,25,2,3
2020-05-31,26,0,1
2020-05-31,27,0,2
2020-05-31,28,0,3
2020-05-31,29,0,1
2020-05-31,2A,0,1
2020-05-31,2B,0,0
2020-05-31,30,1,6
2020-05-31,31,0,3
2020-05-31,32,0,3
2020-05-31,33,0,3
2020-05-31,34,0,2
2020-05-31,35,2,3
2020-05-31,36,0,0
2020-05-31,37,1,2
2020-05-31,38,0,8
2020-05-31,39,0,0
2020-05-31,40,0,0
2020-05-31,41,1,1
2020-05-31,42,0,2
2020-05-31,43,0,1
2020-05-31,44,14,17
2020-05-31,45,4,14
2020-05-31,46,0,0
2020-05-31,47,0,1
2020-05-31,48,0,0
2020-05-31,49,2,6
2020-05-31,50,0,0
2020-05-31,51,0,6
2020-05-31,52,0,1
2020-05-31,53,1,1
2020-05-31,54,3,8
2020-05-31,55,0,2
2020-05-31,56,0,3
2020-05-31,57,1,12
2020-05-31,58,0,1
2020-05-31,59,5,49
2020-05-31,60,0,5
2020-05-31,61,1,2
2020-05-31,62,0,7
2020-05-31,63,0,1
2020-05-31,64,0,3
2020-05-31,65,0,1
2020-05-31,66,0,0
2020-05-31,67,0,13
2020-05-31,68,2,11
2020-05-31,69,1,14
2020-05-31,70,0,1
2020-05-31,71,1,3
2020-05-31,72,1,5
2020-05-31,73,0,2
2020-05-31,74,0,1
2020-05-31,75,5,26
2020-05-31,76,0,2
2020-05-31,77,1,17
2020-05-31,78,6,22
2020-05-31,79,1,6
2020-05-31,80,0,6
2020-05-31,81,0,0
2020-05-31,82,0,1
2020-05-31,83,0,2
2020-05-31,84,0,1
2020-05-31,85,0,6
2020-05-31,86,0,5
2020-05-31,87,0,1
2020-05-31,88,0,3
2020-05-31,89,0,1
2020-05-31,90,1,2
2020-05-31,91,3,12
2020-05-31,92,2,20
2020-05-31,93,3,22
2020-05-31,94,7,24
2020-05-31,95,2,24
2020-05-31,971,0,0
2020-05-31,972,0,1
2020-05-31,973,20,21
2020-05-31,974,3,2
2020-05-31,975,0,0
2020-05-31,976,62,41
2020-05-31,977,0,0
2020-05-31,978,0,0
2020-06-01,01,4,3
2020-06-01,02,2,4
2020-06-01,03,1,1
2020-06-01,04,0,0
2020-06-01,05,0,0
2020-06-01,06,0,5
2020-06-01,07,0,3
2020-06-01,08,0,1
2020-06-01,09,0,0
2020-06-01,10,0,2
2020-06-01,11,0,0
2020-06-01,12,0,0
2020-06-01,13,3,18
2020-06-01,14,1,1
2020-06-01,15,0,0
2020-06-01,16,0,1
2020-06-01,17,0,0
2020-06-01,18,0,1
2020-06-01,19,0,0
2020-06-01,21,0,2
2020-06-01,22,0,5
2020-06-01,23,1,2
2020-06-01,24,0,0
2020-06-01,25,1,3
2020-06-01,26,1,1
2020-06-01,27,1,1
2020-06-01,28,1,3
2020-06-01,29,0,1
2020-06-01,2A,0,1
2020-06-01,2B,0,0
2020-06-01,30,1,5
2020-06-01,31,1,3
2020-06-01,32,0,3
2020-06-01,33,4,3
2020-06-01,34,0,2
2020-06-01,35,1,3
2020-06-01,36,0,0
2020-06-01,37,0,2
2020-06-01,38,4,8
2020-06-01,39,0,0
2020-06-01,40,0,0
2020-06-01,41,0,0
2020-06-01,42,1,2
2020-06-01,43,0,1
2020-06-01,44,3,16
2020-06-01,45,1,12
2020-06-01,46,0,0
2020-06-01,47,0,0
2020-06-01,48,0,0
2020-06-01,49,1,5
2020-06-01,50,0,0
2020-06-01,51,0,5
2020-06-01,52,0,0
2020-06-01,53,1,1
2020-06-01,54,5,7
2020-06-01,55,0,2
2020-06-01,56,0,2
2020-06-01,57,2,10
2020-06-01,58,0,1
2020-06-01,59,13,40
2020-06-01,60,1,4
2020-06-01,61,3,2
2020-06-01,62,3,7
2020-06-01,63,0,1
2020-06-01,64,0,3
2020-06-01,65,0,1
2020-06-01,66,0,0
2020-06-01,67,1,9
2020-06-01,68,1,9
2020-06-01,69,2,11
2020-06-01,70,0,1
2020-06-01,71,1,1
2020-06-01,72,2,4
2020-06-01,73,1,2
2020-06-01,74,2,1
2020-06-01,75,11,25
2020-06-01,76,0,1
2020-06-01,77,3,13
2020-06-01,78,2,18
2020-06-01,79,0,5
2020-06-01,80,0,5
2020-06-01,81,0,0
2020-06-01,82,0,1
2020-06-01,83,0,1
2020-06-01,84,2,1
2020-06-01,85,0,6
2020-06-01,86,1,5
2020-06-01,87,0,1
2020-06-01,88,0,2
2020-06-01,89,0,1
2020-06-01,90,1,2
2020-06-01,91,4,11
2020-06-01,92,4,17
2020-06-01,93,3,19
2020-06-01,94,4,18
2020-06-01,95,0,19
2020-06-01,971,0,0
2020-06-01,972,0,1
2020-06-01,973,18,20
2020-06-01,974,0,2
2020-06-01,975,0,0
2020-06-01,976,47,47
2020-06-01,977,0,0
2020-06-01,978,0,0
2020-06-02,01,3,3
2020-06-02,02,8,4
2020-06-02,03,1,1
2020-06-02,04,0,0
2020-06-02,05,2,0
2020-06-02,06,12,5
2020-06-02,07,4,3
2020-06-02,08,1,1
2020-06-02,09,0,0
2020-06-02,10,1,1
2020-06-02,11,0,0
2020-06-02,12,0,0
2020-06-02,13,24,18
2020-06-02,14,1,1
2020-06-02,15,1,0
2020-06-02,16,0,0
2020-06-02,17,0,0
2020-06-02,18,0,0
2020-06-02,19,2,1
