dep,jour,taux_posiv_glissant
61,2020-05-22,2.3483365949119372
62,2020-05-22,2.0732019452265162
63,2020-05-22,0.37365716954694067
64,2020-05-22,0.3867640739149119
65,2020-05-22,0.14204545454545456
66,2020-05-22,0
67,2020-05-22,1.8363636363636364
68,2020-05-22,3.050957481337228
69,2020-05-22,1.9129193433261957
70,2020-05-22,0.4197271773347324
71,2020-05-22,1.5618742490989186
72,2020-05-22,2.414860681114551
73,2020-05-22,1.9138755980861244
74,2020-05-22,0.7701661937576003
75,2020-05-22,1.944675540765391
76,2020-05-22,1.3673983447283196
77,2020-05-22,2.2328548644338118
78,2020-05-22,2.9272151898734178
79,2020-05-22,4.50112528132033
80,2020-05-22,1.6785564414603442
81,2020-05-22,0.3022974607013301
82,2020-05-22,1.125703564727955
83,2020-05-22,0.5785627283800243
84,2020-05-22,0.9393680614859093
85,2020-05-22,2.0346320346320343
86,2020-05-22,3.810623556581986
87,2020-05-22,0.5044136191677175
88,2020-05-22,1.7006802721088436
89,2020-05-22,1.5159171298635674
90,2020-05-22,2.9914529914529915
91,2020-05-22,2.2158841597191747
92,2020-05-22,2.3869181062903864
93,2020-05-22,3.288490284005979
94,2020-05-22,2.85665117879883
95,2020-05-22,4.584668474242051
971,2020-05-22,1.0169491525423728
972,2020-05-22,1.1475409836065573
973,2020-05-22,11.351351351351353
974,2020-05-22,0.3243593902043464
975,2020-05-22,0
976,2020-05-22,6.172839506172839
977,2020-05-22,0
978,2020-05-22,1.0101010101010102
01,2020-05-23,1.7604121940747102
02,2020-05-23,3.0791788856304985
03,2020-05-23,2.391118701964133
04,2020-05-23,0.81799591002045
05,2020-05-23,2.6392961876832843
06,2020-05-23,1.342281879194631
07,2020-05-23,1.206896551724138
08,2020-05-23,2.2900763358778624
09,2020-05-23,0
10,2020-05-23,1.82370820668693
11,2020-05-23,1.334106728538283
12,2020-05-23,0.6119951040391677
13,2020-05-23,1.2540857848042157
14,2020-05-23,0.4529278550630864
15,2020-05-23,1.5432098765432098
16,2020-05-23,2.833530106257379
17,2020-05-23,0.48622366288492713
18,2020-05-23,1.726844583987441
19,2020-05-23,1.1612903225806452
21,2020-05-23,2.3934617629889083
22,2020-05-23,3.894927536231884
23,2020-05-23,1.4992503748125936
24,2020-05-23,0.8928571428571428
25,2020-05-23,1.3383297644539616
26,2020-05-23,1.0673234811165846
27,2020-05-23,1.9704433497536946
28,2020-05-23,1.749271137026239
29,2020-05-23,0.43415340086830684
2A,2020-05-23,0.6382978723404255
2B,2020-05-23,1.0703363914373087
30,2020-05-23,1.7839111410299564
31,2020-05-23,0.5952380952380952
32,2020-05-23,2.467443454420836
33,2020-05-23,0.5096388211832484
34,2020-05-23,0.8899800521712445
35,2020-05-23,1.0629251700680271
36,2020-05-23,0.5272407732864675
37,2020-05-23,1.534356237491661
38,2020-05-23,0.9495548961424332
39,2020-05-23,1.5931372549019607
40,2020-05-23,1.0101010101010102
41,2020-05-23,1.8656716417910446
42,2020-05-23,0.6540977298961139
43,2020-05-23,1.4705882352941175
44,2020-05-23,1.4249073810202337
45,2020-05-23,3.3353547604608855
46,2020-05-23,1.0416666666666665
47,2020-05-23,0.76103500761035
48,2020-05-23,1.2698412698412698
49,2020-05-23,3.32703213610586
50,2020-05-23,0.26109660574412535
51,2020-05-23,2.119565217391304
52,2020-05-23,1.7369727047146404
53,2020-05-23,1.1199999999999999
54,2020-05-23,2.6530612244897958
55,2020-05-23,3.4453781512605044
56,2020-05-23,1.2048192771084338
57,2020-05-23,3.8438909590115706
58,2020-05-23,0.7575757575757576
59,2020-05-23,2.986129516741762
60,2020-05-23,2.4873524451939293
61,2020-05-23,2.4177949709864603
62,2020-05-23,2.08851317752362
63,2020-05-23,0.3719200371920037
64,2020-05-23,0.38961038961038963
65,2020-05-23,0.13850415512465375
66,2020-05-23,0
67,2020-05-23,1.7316017316017316
68,2020-05-23,2.6911716442402365
69,2020-05-23,1.917572982255295
70,2020-05-23,0.43010752688172044
71,2020-05-23,1.5451664025356577
72,2020-05-23,2.261306532663317
73,2020-05-23,1.6713091922005572
74,2020-05-23,0.7733007733007733
75,2020-05-23,1.8555196497446056
76,2020-05-23,1.260806916426513
77,2020-05-23,2.201091741503786
78,2020-05-23,2.834489593657086
79,2020-05-23,4.136429608127721
80,2020-05-23,1.8443544759334234
81,2020-05-23,0.29222676797194624
82,2020-05-23,1.251303441084463
83,2020-05-23,0.5748865355521936
84,2020-05-23,0.9046052631578948
85,2020-05-23,2.020655590480467
86,2020-05-23,3.380726698262243
87,2020-05-23,0.3911342894393742
88,2020-05-23,1.772816808929744
89,2020-05-23,1.374745417515275
90,2020-05-23,3.325942350332594
91,2020-05-23,2.2388059701492535
92,2020-05-23,2.390647576513858
93,2020-05-23,3.239093802658678
94,2020-05-23,2.839062767231059
95,2020-05-23,4.586717630195891
971,2020-05-23,1.0084033613445378
972,2020-05-23,0.9345794392523363
973,2020-05-23,12.084063047285463
974,2020-05-23,0.3538115149565777
975,2020-05-23,0
976,2020-05-23,8
977,2020-05-23,0
978,2020-05-23,1.7857142857142856
01,2020-05-24,1.746166950596252
02,2020-05-24,3.110773899848255
03,2020-05-24,2.33160621761658
04,2020-05-24,0.8264462809917356
05,2020-05-24,2.694610778443114
06,2020-05-24,1.3342821561999645
07,2020-05-24,1.2259194395796849
08,2020-05-24,2.329192546583851
09,2020-05-24,0
10,2020-05-24,1.809045226130653
11,2020-05-24,1.3945380592678676
12,2020-05-24,0.6112469437652812
13,2020-05-24,1.2424019771558346
14,2020-05-24,0.28938906752411575
15,2020-05-24,1.5197568389057752
16,2020-05-24,2.833530106257379
17,2020-05-24,0.4796163069544364
18,2020-05-24,1.7350157728706623
19,2020-05-24,1.0282776349614395
21,2020-05-24,2.440441603718768
22,2020-05-24,3.8529934795494962
23,2020-05-24,1.4903129657228018
24,2020-05-24,0.8894536213468869
25,2020-05-24,1.358695652173913
26,2020-05-24,1.0682004930156122
27,2020-05-24,2.1256038647342996
28,2020-05-24,1.7907634307257305
29,2020-05-24,0.48030739673390976
2A,2020-05-24,0.6335797254487857
2B,2020-05-24,1.0752688172043012
30,2020-05-24,1.858736059479554
31,2020-05-24,0.573175391669851
32,2020-05-24,2.422145328719723
33,2020-05-24,0.4896505675495215
34,2020-05-24,0.8901166359729895
35,2020-05-24,1.0139416983523446
36,2020-05-24,0.5235602094240838
37,2020-05-24,1.5081967213114755
38,2020-05-24,0.9529481834425254
39,2020-05-24,1.4598540145985401
40,2020-05-24,1.0075566750629723
41,2020-05-24,1.9851116625310175
42,2020-05-24,0.6300963676797628
43,2020-05-24,1.4251781472684086
44,2020-05-24,1.44968732234224
45,2020-05-24,3.106736388803445
46,2020-05-24,1.0389610389610389
47,2020-05-24,0.7530120481927711
48,2020-05-24,1.2658227848101267
49,2020-05-24,3.3569563595673255
50,2020-05-24,0.26019080659150046
51,2020-05-24,2.101293103448276
52,2020-05-24,1.6990291262135921
53,2020-05-24,1.1164274322169059
54,2020-05-24,2.6053466243769825
55,2020-05-24,3.459915611814346
56,2020-05-24,1.5455065827132226
57,2020-05-24,3.8011695906432745
58,2020-05-24,0.7331378299120235
59,2020-05-24,2.9944838455476757
60,2020-05-24,2.4282560706401766
61,2020-05-24,2.4485798237022527
62,2020-05-24,2.1052631578947367
63,2020-05-24,0.36849378166743435
64,2020-05-24,0.38944180008654267
65,2020-05-24,0.13966480446927373
66,2020-05-24,0
67,2020-05-24,1.7553384002895405
68,2020-05-24,2.7823240589198037
69,2020-05-24,1.8299711815561959
70,2020-05-24,0.43907793633369924
71,2020-05-24,1.4139827179890023
72,2020-05-24,2.2332506203473943
73,2020-05-24,1.5813953488372092
74,2020-05-24,0.6924643584521385
75,2020-05-24,1.8808448040348849
76,2020-05-24,1.1959198030249736
77,2020-05-24,2.2043386983904827
78,2020-05-24,2.8582770940849542
79,2020-05-24,4.057971014492753
80,2020-05-24,1.9038984587488668
81,2020-05-24,0.2958579881656805
82,2020-05-24,1.312910284463895
83,2020-05-24,0.6652555185969156
84,2020-05-24,0.8077544426494345
85,2020-05-24,2.0842982862436314
86,2020-05-24,3.376459450930893
87,2020-05-24,0.42979942693409745
88,2020-05-24,1.7341040462427744
89,2020-05-24,1.3204672422549517
90,2020-05-24,3.7647058823529407
91,2020-05-24,2.129527991218441
92,2020-05-24,2.2189935279355435
93,2020-05-24,3.1885138914786495
94,2020-05-24,2.805168310098606
95,2020-05-24,4.442860536944643
971,2020-05-24,1.1764705882352942
972,2020-05-24,0.9448818897637795
973,2020-05-24,12.830188679245284
974,2020-05-24,0.28653295128939826
975,2020-05-24,0
976,2020-05-24,12.82051282051282
977,2020-05-24,0
978,2020-05-24,1.7857142857142856
01,2020-05-25,1.5151515151515151
02,2020-05-25,4.149715215622457
03,2020-05-25,2.846299810246679
04,2020-05-25,0.718132854578097
05,2020-05-25,2.1739130434782608
06,2020-05-25,0.7055918151349445
07,2020-05-25,1.0582010582010581
08,2020-05-25,2.472952086553323
09,2020-05-25,0
10,2020-05-25,1.8274111675126905
11,2020-05-25,1.024713682941531
12,2020-05-25,0.5050505050505051
13,2020-05-25,1.0156408693885841
14,2020-05-25,0.25388765471278957
15,2020-05-25,0.7067137809187279
16,2020-05-25,2.3014959723820483
17,2020-05-25,0.41050903119868637
18,2020-05-25,1.6233766233766231
19,2020-05-25,1.1778563015312131
21,2020-05-25,2.125147579693034
22,2020-05-25,3.4893617021276593
23,2020-05-25,1.694915254237288
24,2020-05-25,0.831353919239905
25,2020-05-25,1.2235817575083427
26,2020-05-25,0.7944389275074478
27,2020-05-25,2.0735155513666355
28,2020-05-25,1.4801110083256246
29,2020-05-25,0.5698005698005698
2A,2020-05-25,0.7000000000000001
2B,2020-05-25,0.9107468123861567
30,2020-05-25,1.7739130434782608
31,2020-05-25,0.46647230320699706
32,2020-05-25,1.3953488372093024
33,2020-05-25,0.4679144385026738
34,2020-05-25,0.6705539358600583
35,2020-05-25,0.8955223880597015
36,2020-05-25,0.641025641025641
37,2020-05-25,1.304945054945055
38,2020-05-25,0.9362200117027502
39,2020-05-25,1.639344262295082
40,2020-05-25,0.6150061500615006
41,2020-05-25,1.7587939698492463
42,2020-05-25,0.6470165348670022
43,2020-05-25,1.7582417582417582
44,2020-05-25,1.3733905579399142
45,2020-05-25,2.8265397203213327
46,2020-05-25,0
47,2020-05-25,0.6329113924050633
48,2020-05-25,1.1940298507462688
49,2020-05-25,2.955665024630542
50,2020-05-25,0.26595744680851063
51,2020-05-25,1.8488308863512777
52,2020-05-25,1.7456359102244388
53,2020-05-25,0.949367088607595
54,2020-05-25,2.1739130434782608
55,2020-05-25,2.4475524475524475
56,2020-05-25,1.507537688442211
57,2020-05-25,3.033816425120773
58,2020-05-25,0.7352941176470588
59,2020-05-25,3.0226911161349745
60,2020-05-25,2.547169811320755
61,2020-05-25,2.1463414634146343
62,2020-05-25,1.7707820954254796
63,2020-05-25,0.3064798598949212
64,2020-05-25,0.36596523330283626
65,2020-05-25,0
66,2020-05-25,0
67,2020-05-25,1.7713365539452495
68,2020-05-25,2.718260313399424
69,2020-05-25,1.609942098573648
70,2020-05-25,0.33076074972436603
71,2020-05-25,1.2576219512195124
72,2020-05-25,1.9884541372674793
73,2020-05-25,1.2601260126012601
74,2020-05-25,0.7062733693394266
75,2020-05-25,1.761744966442953
76,2020-05-25,0.8356545961002786
77,2020-05-25,1.897836112096488
78,2020-05-25,2.9535022949511074
79,2020-05-25,3.162291169451074
80,2020-05-25,1.8563751831949193
81,2020-05-25,0.3205128205128205
82,2020-05-25,0.56657223796034
83,2020-05-25,0.5817335660267597
84,2020-05-25,0.6015037593984963
85,2020-05-25,1.8790100824931255
86,2020-05-25,2.950310559006211
87,2020-05-25,0.42194092827004215
88,2020-05-25,1.7229953611663356
89,2020-05-25,1.2605042016806722
90,2020-05-25,2.2556390977443606
91,2020-05-25,1.9235021003758568
92,2020-05-25,1.967871485943775
93,2020-05-25,2.8206092515983454
94,2020-05-25,2.7685676392572947
95,2020-05-25,3.9678790741615497
971,2020-05-25,1.2102874432677762
972,2020-05-25,0.76103500761035
973,2020-05-25,12.605042016806722
974,2020-05-25,0.36077402427025257
975,2020-05-25,0
976,2020-05-25,15.833333333333332
977,2020-05-25,0
978,2020-05-25,2.2222222222222223
01,2020-05-26,1.2596899224806202
02,2020-05-26,3.837471783295711
03,2020-05-26,2.452316076294278
04,2020-05-26,0.7233273056057866
05,2020-05-26,0.9345794392523363
06,2020-05-26,0.7698084866691701
07,2020-05-26,1.1945392491467577
08,2020-05-26,2.0895522388059704
09,2020-05-26,0
10,2020-05-26,2.481121898597627
11,2020-05-26,0.8663366336633664
12,2020-05-26,0.53475935828877
13,2020-05-26,0.965924335927019
14,2020-05-26,0.212636695018226
15,2020-05-26,0.6451612903225806
16,2020-05-26,2.3379383634431457
17,2020-05-26,0.4574565416285453
18,2020-05-26,1.5280135823429541
19,2020-05-26,0.8376963350785341
21,2020-05-26,1.591187270501836
22,2020-05-26,2.9209058089924516
23,2020-05-26,1.6778523489932886
24,2020-05-26,0.44893378226711567
25,2020-05-26,1.0398613518197575
26,2020-05-26,0.7299270072992701
27,2020-05-26,1.756007393715342
28,2020-05-26,1.2522361359570662
29,2020-05-26,0.5700712589073634
2A,2020-05-26,0.5045408678102926
2B,2020-05-26,0.40816326530612246
30,2020-05-26,1.3823208439432522
31,2020-05-26,0.34796056446936013
32,2020-05-26,0.9696969696969697
33,2020-05-26,0.40918390543305294
34,2020-05-26,0.47839953609741953
35,2020-05-26,0.9602793539938891
36,2020-05-26,0.23201856148491878
37,2020-05-26,1.1235955056179776
38,2020-05-26,0.921942224953903
39,2020-05-26,1.5927189988623434
40,2020-05-26,0.12121212121212122
41,2020-05-26,2.027883396704689
42,2020-05-26,0.7000350017500875
43,2020-05-26,1.6632016632016633
44,2020-05-26,1.3969732246798603
45,2020-05-26,2.441176470588235
46,2020-05-26,0.6514657980456027
47,2020-05-26,0.5502063273727648
48,2020-05-26,0.8620689655172413
49,2020-05-26,2.6755852842809364
50,2020-05-26,0.2540220152413209
51,2020-05-26,2.0719738276990185
52,2020-05-26,1.078167115902965
53,2020-05-26,1.322314049586777
54,2020-05-26,2.085747392815759
55,2020-05-26,2
56,2020-05-26,1.3714285714285714
57,2020-05-26,2.622950819672131
58,2020-05-26,0.8982035928143712
59,2020-05-26,2.784042305000389
60,2020-05-26,2.6427061310782243
61,2020-05-26,2.0854021847070507
62,2020-05-26,1.7408123791102514
63,2020-05-26,0.41999160016799664
64,2020-05-26,0.3714020427112349
65,2020-05-26,0.38314176245210724
66,2020-05-26,0
67,2020-05-26,1.5376166941241076
68,2020-05-26,2.6625386996904026
69,2020-05-26,1.4373132204354633
70,2020-05-26,0.23391812865497078
71,2020-05-26,1.1778115501519757
72,2020-05-26,1.880456682337139
73,2020-05-26,1.0682004930156122
74,2020-05-26,0.3708854891052387
75,2020-05-26,1.736074129300245
76,2020-05-26,0.7114624505928854
77,2020-05-26,2.0053475935828877
78,2020-05-26,2.758336764100453
79,2020-05-26,1.6535758577924762
80,2020-05-26,1.6336633663366338
81,2020-05-26,0.3274394237066143
82,2020-05-26,0.7429420505200593
83,2020-05-26,0.30700530281886684
84,2020-05-26,0.6182380216383307
85,2020-05-26,1.8090029448885148
86,2020-05-26,2.410741531888923
87,2020-05-26,0.23696682464454977
88,2020-05-26,1.7266187050359711
89,2020-05-26,0.9687836383207751
90,2020-05-26,1.2690355329949239
91,2020-05-26,1.4846000443164193
92,2020-05-26,1.91238301912383
93,2020-05-26,2.7536778574122973
94,2020-05-26,2.522402920677066
95,2020-05-26,3.913147220233834
971,2020-05-26,1.1002444987775062
972,2020-05-26,0.823045267489712
973,2020-05-26,12.45762711864407
974,2020-05-26,0.37593984962406013
975,2020-05-26,0
976,2020-05-26,18.007662835249043
977,2020-05-26,0
978,2020-05-26,2.083333333333333
01,2020-05-27,0.9895833333333333
02,2020-05-27,2.9327610872675254
03,2020-05-27,2.0758122743682312
04,2020-05-27,0.3838771593090211
05,2020-05-27,0.516795865633075
06,2020-05-27,0.9917355371900827
07,2020-05-27,1.5410958904109588
08,2020-05-27,1.4195583596214512
09,2020-05-27,0
10,2020-05-27,1.707317073170732
11,2020-05-27,0.43586550435865506
12,2020-05-27,0.46367851622874806
13,2020-05-27,0.8621928437993965
14,2020-05-27,0.25559105431309903
15,2020-05-27,0.9900990099009901
16,2020-05-27,1.4767932489451476
17,2020-05-27,0.4528985507246377
18,2020-05-27,0.8880994671403196
19,2020-05-27,0.8048289738430584
21,2020-05-27,1.7264276228419653
22,2020-05-27,2.366255144032922
23,2020-05-27,1.5625
24,2020-05-27,0.3424657534246575
25,2020-05-27,1.0011778563015312
26,2020-05-27,0.7650273224043715
27,2020-05-27,1.7463235294117647
28,2020-05-27,1.2287334593572778
29,2020-05-27,0.582010582010582
2A,2020-05-27,0.40858018386108275
2B,2020-05-27,0
30,2020-05-27,1.4094955489614243
31,2020-05-27,0.42479243097122993
32,2020-05-27,1.4725568942436411
33,2020-05-27,0.47393364928909953
34,2020-05-27,0.19747835333434605
35,2020-05-27,1.1403508771929824
36,2020-05-27,0.2331002331002331
37,2020-05-27,0.681044267877412
38,2020-05-27,0.8729388942774006
39,2020-05-27,1.3872832369942196
40,2020-05-27,0.12254901960784313
41,2020-05-27,1.3513513513513513
42,2020-05-27,0.7322175732217573
43,2020-05-27,1.4675052410901468
44,2020-05-27,2.0306062389640966
45,2020-05-27,2.2118380062305296
46,2020-05-27,0.6535947712418301
47,2020-05-27,0.5714285714285714
48,2020-05-27,0.7894736842105263
49,2020-05-27,1.7062314540059347
50,2020-05-27,0.25252525252525254
51,2020-05-27,2.1595680863827234
52,2020-05-27,1.092896174863388
53,2020-05-27,1.0256410256410255
54,2020-05-27,1.6449086161879896
55,2020-05-27,0.835421888053467
56,2020-05-27,1.3856812933025404
57,2020-05-27,1.77717019822283
58,2020-05-27,0.644122383252818
59,2020-05-27,2.948065584363137
60,2020-05-27,2.346041055718475
61,2020-05-27,1.6898608349900597
62,2020-05-27,1.4705882352941175
63,2020-05-27,0.3882657463330457
64,2020-05-27,0.5270723526593196
65,2020-05-27,0.7444168734491315
66,2020-05-27,0
67,2020-05-27,1.5454202789295137
68,2020-05-27,2.0967741935483875
69,2020-05-27,1.434006438396254
70,2020-05-27,0.22988505747126436
71,2020-05-27,1.062473438164046
72,2020-05-27,2.1993127147766325
73,2020-05-27,1.1045029736618521
74,2020-05-27,0.49504950495049505
75,2020-05-27,1.7765105823006908
76,2020-05-27,0.6415396952686447
77,2020-05-27,2.1529844214948364
78,2020-05-27,2.4737945492662474
79,2020-05-27,1.3184584178498986
80,2020-05-27,2.068641278796427
81,2020-05-27,0.1352265043948614
82,2020-05-27,0.6257822277847309
83,2020-05-27,0.2787068004459309
84,2020-05-27,0.6163328197226503
85,2020-05-27,1.5839933305543976
86,2020-05-27,1.8873319988561625
87,2020-05-27,0.4716981132075472
88,2020-05-27,1.4437689969604863
89,2020-05-27,0.7941009642654565
90,2020-05-27,1.1312217194570136
91,2020-05-27,1.7202354006337708
92,2020-05-27,1.8199636007279856
93,2020-05-27,2.6375711574952563
94,2020-05-27,2.3529411764705883
95,2020-05-27,3.729380827157543
971,2020-05-27,1.0723860589812333
972,2020-05-27,0.29455081001472755
973,2020-05-27,11.911554921540656
974,2020-05-27,0.33887861983980283
975,2020-05-27,0
976,2020-05-27,17.613636363636363
977,2020-05-27,0
978,2020-05-27,1.9230769230769231
01,2020-05-28,0.8501118568232663
02,2020-05-28,2.9726516052318668
03,2020-05-28,2.061005770816158
04,2020-05-28,0.6611570247933884
05,2020-05-28,0.42194092827004215
06,2020-05-28,0.9134873723804406
07,2020-05-28,1.6152716593245229
08,2020-05-28,1.5558698727015559
09,2020-05-28,0
10,2020-05-28,1.6528925619834711
11,2020-05-28,0.42997542997543
12,2020-05-28,0.44893378226711567
13,2020-05-28,0.9322520911819168
14,2020-05-28,0.274390243902439
15,2020-05-28,0.8379888268156425
16,2020-05-28,1.2205754141238012
17,2020-05-28,0.4914004914004914
18,2020-05-28,0.7564296520423601
19,2020-05-28,0.7194244604316548
21,2020-05-28,1.6821345707656612
22,2020-05-28,1.8100984439504604
23,2020-05-28,1.3389121338912133
24,2020-05-28,0.4008016032064128
25,2020-05-28,0.93603744149766
26,2020-05-28,0.9033423667570009
27,2020-05-28,1.7045454545454544
28,2020-05-28,1.4037985136251032
29,2020-05-28,0.57636887608069165
2A,2020-05-28,0.6404391582799633
2B,2020-05-28,0
30,2020-05-28,1.3504611330698288
31,2020-05-28,0.3862246540070808
32,2020-05-28,1.6666666666666667
33,2020-05-28,0.4730165555794453
34,2020-05-28,0.19677292404565133
35,2020-05-28,0.8523827973653623
36,2020-05-28,0.18975332068311196
37,2020-05-28,0.7407407407407408
38,2020-05-28,1.1363636363636365
39,2020-05-28,1.0787486515641855
40,2020-05-28,0.2188183807439825
41,2020-05-28,1.0739856801909307
42,2020-05-28,0.5577936163619461
43,2020-05-28,1.4953271028037385
44,2020-05-28,1.9878787878787878
45,2020-05-28,2.671440374552465
46,2020-05-28,0.5555555555555556
47,2020-05-28,0.4987531172069825
48,2020-05-28,0.7556675062972292
49,2020-05-28,1.414079311404857
50,2020-05-28,0.22075055187637968
51,2020-05-28,2.0277481323372464
52,2020-05-28,0.9501187648456058
53,2020-05-28,0.7587253414264037
54,2020-05-28,1.4974262985493683
55,2020-05-28,0.7163323782234957
56,2020-05-28,1.6112266112266114
57,2020-05-28,1.805869074492099
58,2020-05-28,0.7102272727272727
59,2020-05-28,2.7219189887963227
60,2020-05-28,2.126631222812953
61,2020-05-28,1.4018691588785046
62,2020-05-28,1.3381478334749362
63,2020-05-28,0.22805017103762829
64,2020-05-28,0.7401636151149201
65,2020-05-28,0.6681514476614699
66,2020-05-28,0
67,2020-05-28,1.58934018301493
68,2020-05-28,2.0641562064156207
69,2020-05-28,1.4997458057956279
70,2020-05-28,0.3853564547206166
71,2020-05-28,0.9900990099009901
72,2020-05-28,2.328508495909377
73,2020-05-28,0.9219858156028369
74,2020-05-28,0.43859649122807015
75,2020-05-28,1.803854552359252
76,2020-05-28,0.5963473723443906
77,2020-05-28,1.912568306010929
78,2020-05-28,2.5227230569467634
79,2020-05-28,1.326341764342998
80,2020-05-28,1.6757741347905284
81,2020-05-28,0.11305822498586772
82,2020-05-28,0.5494505494505495
83,2020-05-28,0.3543586109142452
84,2020-05-28,0.5431093007467752
85,2020-05-28,1.6284233900814211
86,2020-05-28,1.7614494212380472
87,2020-05-28,0.3590664272890485
88,2020-05-28,1.4521452145214522
89,2020-05-28,0.6030150753768844
90,2020-05-28,1.768172888015717
91,2020-05-28,1.7164033547883755
92,2020-05-28,1.8152827180179076
93,2020-05-28,2.5837639606601104
94,2020-05-28,2.424333684686041
95,2020-05-28,3.6952460037367656
971,2020-05-28,0.8274231678486997
972,2020-05-28,0.5006257822277848
973,2020-05-28,11.309949892627058
974,2020-05-28,0.45045045045045046
975,2020-05-28,0
976,2020-05-28,22.134387351778656
977,2020-05-28,0
978,2020-05-28,1.3333333333333335
01,2020-05-29,0.8207934336525308
02,2020-05-29,2.5
03,2020-05-29,0.9578544061302682
04,2020-05-29,0.5093378607809848
05,2020-05-29,0.4123711340206186
06,2020-05-29,0.9041591320072333
07,2020-05-29,2.4502297090352223
08,2020-05-29,1.2698412698412698
09,2020-05-29,0
10,2020-05-29,2.1627188465499483
11,2020-05-29,0.2982848620432513
12,2020-05-29,0.4484304932735426
13,2020-05-29,0.8078066434018353
14,2020-05-29,0.35667963683527887
15,2020-05-29,0.2564102564102564
16,2020-05-29,0.6802721088435374
17,2020-05-29,0.4306632213608958
18,2020-05-29,0.727802037845706
19,2020-05-29,0.6866952789699571
21,2020-05-29,1.0594467333725721
22,2020-05-29,1.6246111303145523
23,2020-05-29,1.4096916299559472
24,2020-05-29,0.29791459781529295
25,2020-05-29,0.7223942208462332
26,2020-05-29,0.6346328195829556
27,2020-05-29,1.506276150627615
28,2020-05-29,1.9150707743547042
29,2020-05-29,0.41906757464641176
2A,2020-05-29,0.8048289738430584
2B,2020-05-29,0
30,2020-05-29,1.5463917525773196
31,2020-05-29,0.3396958912973148
32,2020-05-29,2.15633423180593
33,2020-05-29,0.44507384179647985
